 0 1000 0,  0 -1000 0
 1.764e+06 997.333 0,  -1.764e+06 -997.333 0
 1.765e+06 997.331 0,  -1.765e+06 -997.331 0
 1.766e+06 997.33 0,  -1.766e+06 -997.33 0
 1.767e+06 997.328 0,  -1.767e+06 -997.328 0
 1.768e+06 997.327 0,  -1.768e+06 -997.327 0
 1.769e+06 997.325 0,  -1.769e+06 -997.325 0
 1.77e+06 997.324 0,  -1.77e+06 -997.324 0
 1.771e+06 997.322 0,  -1.771e+06 -997.322 0
 1.772e+06 997.321 0,  -1.772e+06 -997.321 0
 1.773e+06 997.319 0,  -1.773e+06 -997.319 0
 1.774e+06 997.318 0,  -1.774e+06 -997.318 0
 1.775e+06 997.316 0,  -1.775e+06 -997.316 0
 1.776e+06 997.315 0,  -1.776e+06 -997.315 0
 1.777e+06 997.313 0,  -1.777e+06 -997.313 0
 1.778e+06 997.312 0,  -1.778e+06 -997.312 0
 1.779e+06 997.31 0,  -1.779e+06 -997.31 0
 1.78e+06 997.309 0,  -1.78e+06 -997.309 0
 1.781e+06 997.307 0,  -1.781e+06 -997.307 0
 1.782e+06 997.306 0,  -1.782e+06 -997.306 0
 1.783e+06 997.304 0,  -1.783e+06 -997.304 0
 1.784e+06 997.303 0,  -1.784e+06 -997.303 0
 1.785e+06 997.301 0,  -1.785e+06 -997.301 0
 1.786e+06 997.3 0,  -1.786e+06 -997.3 0
 1.787e+06 997.298 0,  -1.787e+06 -997.298 0
 1.788e+06 997.297 0,  -1.788e+06 -997.297 0
 1.789e+06 997.295 0,  -1.789e+06 -997.295 0
 1.79e+06 997.294 0,  -1.79e+06 -997.294 0
 1.791e+06 997.292 0,  -1.791e+06 -997.292 0
 1.792e+06 997.291 0,  -1.792e+06 -997.291 0
 1.793e+06 997.289 0,  -1.793e+06 -997.289 0
 1.794e+06 997.288 0,  -1.794e+06 -997.288 0
 1.795e+06 997.286 0,  -1.795e+06 -997.286 0
 1.796e+06 997.285 0,  -1.796e+06 -997.285 0
 1.797e+06 997.283 0,  -1.797e+06 -997.283 0
 1.798e+06 997.282 0,  -1.798e+06 -997.282 0
 1.799e+06 997.28 0,  -1.799e+06 -997.28 0
 1.8e+06 997.279 0,  -1.8e+06 -997.279 0
 1.801e+06 997.277 0,  -1.801e+06 -997.277 0
 1.802e+06 997.275 0,  -1.802e+06 -997.275 0
 1.803e+06 997.274 0,  -1.803e+06 -997.274 0
 1.804e+06 997.272 0,  -1.804e+06 -997.272 0
 1.805e+06 997.271 0,  -1.805e+06 -997.271 0
 1.806e+06 997.269 0,  -1.806e+06 -997.269 0
 1.807e+06 997.268 0,  -1.807e+06 -997.268 0
 1.808e+06 997.266 0,  -1.808e+06 -997.266 0
 1.809e+06 997.265 0,  -1.809e+06 -997.265 0
 1.81e+06 997.263 0,  -1.81e+06 -997.263 0
 1.811e+06 997.262 0,  -1.811e+06 -997.262 0
 1.812e+06 997.26 0,  -1.812e+06 -997.26 0
 1.813e+06 997.259 0,  -1.813e+06 -997.259 0
 1.814e+06 997.257 0,  -1.814e+06 -997.257 0
 1.815e+06 997.256 0,  -1.815e+06 -997.256 0
 1.816e+06 997.254 0,  -1.816e+06 -997.254 0
 1.817e+06 997.253 0,  -1.817e+06 -997.253 0
 1.818e+06 997.251 0,  -1.818e+06 -997.251 0
 1.819e+06 997.25 0,  -1.819e+06 -997.25 0
 1.82e+06 997.248 0,  -1.82e+06 -997.248 0
 1.821e+06 997.247 0,  -1.821e+06 -997.247 0
 1.822e+06 997.245 0,  -1.822e+06 -997.245 0
 1.823e+06 997.244 0,  -1.823e+06 -997.244 0
 1.824e+06 997.242 0,  -1.824e+06 -997.242 0
 1.825e+06 997.241 0,  -1.825e+06 -997.241 0
 1.826e+06 997.239 0,  -1.826e+06 -997.239 0
 1.827e+06 997.238 0,  -1.827e+06 -997.238 0
 1.828e+06 997.236 0,  -1.828e+06 -997.236 0
 1.829e+06 997.235 0,  -1.829e+06 -997.235 0
 1.83e+06 997.233 0,  -1.83e+06 -997.233 0
 1.831e+06 997.232 0,  -1.831e+06 -997.232 0
 1.832e+06 997.23 0,  -1.832e+06 -997.23 0
 1.833e+06 997.229 0,  -1.833e+06 -997.229 0
 1.834e+06 997.227 0,  -1.834e+06 -997.227 0
 1.835e+06 997.226 0,  -1.835e+06 -997.226 0
 1.836e+06 997.224 0,  -1.836e+06 -997.224 0
 1.837e+06 997.223 0,  -1.837e+06 -997.223 0
 1.838e+06 997.221 0,  -1.838e+06 -997.221 0
 1.839e+06 997.22 0,  -1.839e+06 -997.22 0
 1.84e+06 997.218 0,  -1.84e+06 -997.218 0
 1.841e+06 997.217 0,  -1.841e+06 -997.217 0
 1.842e+06 997.215 0,  -1.842e+06 -997.215 0
 1.843e+06 997.213 0,  -1.843e+06 -997.213 0
 1.844e+06 997.212 0,  -1.844e+06 -997.212 0
 1.845e+06 997.21 0,  -1.845e+06 -997.21 0
 1.846e+06 997.209 0,  -1.846e+06 -997.209 0
 1.847e+06 997.207 0,  -1.847e+06 -997.207 0
 1.848e+06 997.206 0,  -1.848e+06 -997.206 0
 1.849e+06 997.204 0,  -1.849e+06 -997.204 0
 1.85e+06 997.203 0,  -1.85e+06 -997.203 0
 1.851e+06 997.201 0,  -1.851e+06 -997.201 0
 1.852e+06 997.2 0,  -1.852e+06 -997.2 0
 1.853e+06 997.198 0,  -1.853e+06 -997.198 0
 1.854e+06 997.197 0,  -1.854e+06 -997.197 0
 1.855e+06 997.195 0,  -1.855e+06 -997.195 0
 1.856e+06 997.194 0,  -1.856e+06 -997.194 0
 1.857e+06 997.192 0,  -1.857e+06 -997.192 0
 1.858e+06 997.191 0,  -1.858e+06 -997.191 0
 1.859e+06 997.189 0,  -1.859e+06 -997.189 0
 1.86e+06 997.188 0,  -1.86e+06 -997.188 0
 1.861e+06 997.186 0,  -1.861e+06 -997.186 0
 1.862e+06 997.185 0,  -1.862e+06 -997.185 0
 1.863e+06 997.183 0,  -1.863e+06 -997.183 0
 1.864e+06 997.182 0,  -1.864e+06 -997.182 0
 1.865e+06 997.18 0,  -1.865e+06 -997.18 0
 1.866e+06 997.179 0,  -1.866e+06 -997.179 0
 1.867e+06 997.177 0,  -1.867e+06 -997.177 0
 1.868e+06 997.176 0,  -1.868e+06 -997.176 0
 1.869e+06 997.174 0,  -1.869e+06 -997.174 0
 1.87e+06 997.173 0,  -1.87e+06 -997.173 0
 1.871e+06 997.171 0,  -1.871e+06 -997.171 0
 1.872e+06 997.17 0,  -1.872e+06 -997.17 0
 1.873e+06 997.168 0,  -1.873e+06 -997.168 0
 1.874e+06 997.167 0,  -1.874e+06 -997.167 0
 1.875e+06 997.165 0,  -1.875e+06 -997.165 0
 1.876e+06 997.164 0,  -1.876e+06 -997.164 0
 1.877e+06 997.162 0,  -1.877e+06 -997.162 0
 1.878e+06 997.161 0,  -1.878e+06 -997.161 0
 1.879e+06 997.159 0,  -1.879e+06 -997.159 0
 1.88e+06 997.158 0,  -1.88e+06 -997.158 0
 1.881e+06 997.156 0,  -1.881e+06 -997.156 0
 1.882e+06 997.154 0,  -1.882e+06 -997.154 0
 1.883e+06 997.153 0,  -1.883e+06 -997.153 0
 1.884e+06 997.151 0,  -1.884e+06 -997.151 0
 1.885e+06 997.15 0,  -1.885e+06 -997.15 0
 1.886e+06 997.148 0,  -1.886e+06 -997.148 0
 1.887e+06 997.147 0,  -1.887e+06 -997.147 0
 1.888e+06 997.145 0,  -1.888e+06 -997.145 0
 1.889e+06 997.144 0,  -1.889e+06 -997.144 0
 1.89e+06 997.142 0,  -1.89e+06 -997.142 0
 1.891e+06 997.141 0,  -1.891e+06 -997.141 0
 1.892e+06 997.139 0,  -1.892e+06 -997.139 0
 1.893e+06 997.138 0,  -1.893e+06 -997.138 0
 1.894e+06 997.136 0,  -1.894e+06 -997.136 0
 1.895e+06 997.135 0,  -1.895e+06 -997.135 0
 1.896e+06 997.133 0,  -1.896e+06 -997.133 0
 1.897e+06 997.132 0,  -1.897e+06 -997.132 0
 1.898e+06 997.13 0,  -1.898e+06 -997.13 0
 1.899e+06 997.129 0,  -1.899e+06 -997.129 0
 1.9e+06 997.127 0,  -1.9e+06 -997.127 0
 1.901e+06 997.126 0,  -1.901e+06 -997.126 0
 1.902e+06 997.124 0,  -1.902e+06 -997.124 0
 1.903e+06 997.123 0,  -1.903e+06 -997.123 0
 1.904e+06 997.121 0,  -1.904e+06 -997.121 0
 1.905e+06 997.12 0,  -1.905e+06 -997.12 0
 1.906e+06 997.118 0,  -1.906e+06 -997.118 0
 1.907e+06 997.117 0,  -1.907e+06 -997.117 0
 1.908e+06 997.115 0,  -1.908e+06 -997.115 0
 1.909e+06 997.114 0,  -1.909e+06 -997.114 0
 1.91e+06 997.112 0,  -1.91e+06 -997.112 0
 1.911e+06 997.111 0,  -1.911e+06 -997.111 0
 1.912e+06 997.109 0,  -1.912e+06 -997.109 0
 1.913e+06 997.108 0,  -1.913e+06 -997.108 0
 1.914e+06 997.106 0,  -1.914e+06 -997.106 0
 1.915e+06 997.105 0,  -1.915e+06 -997.105 0
 1.916e+06 997.103 0,  -1.916e+06 -997.103 0
 1.917e+06 997.102 0,  -1.917e+06 -997.102 0
 1.918e+06 997.1 0,  -1.918e+06 -997.1 0
 1.919e+06 997.099 0,  -1.919e+06 -997.099 0
 1.92e+06 997.097 0,  -1.92e+06 -997.097 0
 1.921e+06 997.096 0,  -1.921e+06 -997.096 0
 1.922e+06 997.094 0,  -1.922e+06 -997.094 0
 1.923e+06 997.092 0,  -1.923e+06 -997.092 0
 1.924e+06 997.091 0,  -1.924e+06 -997.091 0
 1.925e+06 997.089 0,  -1.925e+06 -997.089 0
 1.926e+06 997.088 0,  -1.926e+06 -997.088 0
 1.927e+06 997.086 0,  -1.927e+06 -997.086 0
 1.928e+06 997.085 0,  -1.928e+06 -997.085 0
 1.929e+06 997.083 0,  -1.929e+06 -997.083 0
 1.93e+06 997.082 0,  -1.93e+06 -997.082 0
 1.931e+06 997.08 0,  -1.931e+06 -997.08 0
 1.932e+06 997.079 0,  -1.932e+06 -997.079 0
 1.933e+06 997.077 0,  -1.933e+06 -997.077 0
 1.934e+06 997.076 0,  -1.934e+06 -997.076 0
 1.935e+06 997.074 0,  -1.935e+06 -997.074 0
 1.936e+06 997.073 0,  -1.936e+06 -997.073 0
 1.937e+06 997.071 0,  -1.937e+06 -997.071 0
 1.938e+06 997.07 0,  -1.938e+06 -997.07 0
 1.939e+06 997.068 0,  -1.939e+06 -997.068 0
 1.94e+06 997.067 0,  -1.94e+06 -997.067 0
 1.941e+06 997.065 0,  -1.941e+06 -997.065 0
 1.942e+06 997.064 0,  -1.942e+06 -997.064 0
 1.943e+06 997.062 0,  -1.943e+06 -997.062 0
 1.944e+06 997.061 0,  -1.944e+06 -997.061 0
 1.945e+06 997.059 0,  -1.945e+06 -997.059 0
 1.946e+06 997.058 0,  -1.946e+06 -997.058 0
 1.947e+06 997.056 0,  -1.947e+06 -997.056 0
 1.948e+06 997.055 0,  -1.948e+06 -997.055 0
 1.949e+06 997.053 0,  -1.949e+06 -997.053 0
 1.95e+06 997.052 0,  -1.95e+06 -997.052 0
 1.951e+06 997.05 0,  -1.951e+06 -997.05 0
 1.952e+06 997.049 0,  -1.952e+06 -997.049 0
 1.953e+06 997.047 0,  -1.953e+06 -997.047 0
 1.954e+06 997.046 0,  -1.954e+06 -997.046 0
 1.955e+06 997.044 0,  -1.955e+06 -997.044 0
 1.956e+06 997.043 0,  -1.956e+06 -997.043 0
 1.957e+06 997.041 0,  -1.957e+06 -997.041 0
 1.958e+06 997.04 0,  -1.958e+06 -997.04 0
 1.959e+06 997.038 0,  -1.959e+06 -997.038 0
 1.96e+06 997.037 0,  -1.96e+06 -997.037 0
 1.961e+06 997.035 0,  -1.961e+06 -997.035 0
 1.962e+06 997.034 0,  -1.962e+06 -997.034 0
 1.963e+06 997.032 0,  -1.963e+06 -997.032 0
 1.964e+06 997.03 0,  -1.964e+06 -997.03 0
 1.965e+06 997.029 0,  -1.965e+06 -997.029 0
 1.966e+06 997.027 0,  -1.966e+06 -997.027 0
 1.967e+06 997.026 0,  -1.967e+06 -997.026 0
 1.968e+06 997.024 0,  -1.968e+06 -997.024 0
 1.969e+06 997.023 0,  -1.969e+06 -997.023 0
 1.97e+06 997.021 0,  -1.97e+06 -997.021 0
 1.971e+06 997.02 0,  -1.971e+06 -997.02 0
 1.972e+06 997.018 0,  -1.972e+06 -997.018 0
 1.973e+06 997.017 0,  -1.973e+06 -997.017 0
 1.974e+06 997.015 0,  -1.974e+06 -997.015 0
 1.975e+06 997.014 0,  -1.975e+06 -997.014 0
 1.976e+06 997.012 0,  -1.976e+06 -997.012 0
 1.977e+06 997.011 0,  -1.977e+06 -997.011 0
 1.978e+06 997.009 0,  -1.978e+06 -997.009 0
 1.979e+06 997.008 0,  -1.979e+06 -997.008 0
 1.98e+06 997.006 0,  -1.98e+06 -997.006 0
 1.981e+06 997.005 0,  -1.981e+06 -997.005 0
 1.982e+06 997.003 0,  -1.982e+06 -997.003 0
 1.983e+06 997.002 0,  -1.983e+06 -997.002 0
 1.984e+06 997 0,  -1.984e+06 -997 0
 1.985e+06 996.999 0,  -1.985e+06 -996.999 0
 1.986e+06 996.997 0,  -1.986e+06 -996.997 0
 1.987e+06 996.996 0,  -1.987e+06 -996.996 0
 1.988e+06 996.994 0,  -1.988e+06 -996.994 0
 1.989e+06 996.993 0,  -1.989e+06 -996.993 0
 1.99e+06 996.991 0,  -1.99e+06 -996.991 0
 1.991e+06 996.99 0,  -1.991e+06 -996.99 0
 1.992e+06 996.988 0,  -1.992e+06 -996.988 0
 1.993e+06 996.987 0,  -1.993e+06 -996.987 0
 1.994e+06 996.985 0,  -1.994e+06 -996.985 0
 1.995e+06 996.984 0,  -1.995e+06 -996.984 0
 1.996e+06 996.982 0,  -1.996e+06 -996.982 0
 1.997e+06 996.981 0,  -1.997e+06 -996.981 0
 1.998e+06 996.979 0,  -1.998e+06 -996.979 0
 1.999e+06 996.978 0,  -1.999e+06 -996.978 0
 2e+06 996.976 0,  -2e+06 -996.976 0
 2.001e+06 996.975 0,  -2.001e+06 -996.975 0
 2.002e+06 996.973 0,  -2.002e+06 -996.973 0
 2.003e+06 996.971 0,  -2.003e+06 -996.971 0
 2.004e+06 996.97 0,  -2.004e+06 -996.97 0
 2.005e+06 996.968 0,  -2.005e+06 -996.968 0
 2.006e+06 996.967 0,  -2.006e+06 -996.967 0
 2.007e+06 996.965 0,  -2.007e+06 -996.965 0
 2.008e+06 996.964 0,  -2.008e+06 -996.964 0
 2.009e+06 996.962 0,  -2.009e+06 -996.962 0
 2.01e+06 996.961 0,  -2.01e+06 -996.961 0
 2.011e+06 996.959 0,  -2.011e+06 -996.959 0
 2.012e+06 996.958 0,  -2.012e+06 -996.958 0
 2.013e+06 996.956 0,  -2.013e+06 -996.956 0
 2.014e+06 996.955 0,  -2.014e+06 -996.955 0
 2.015e+06 996.953 0,  -2.015e+06 -996.953 0
 2.016e+06 996.952 0,  -2.016e+06 -996.952 0
 2.017e+06 996.95 0,  -2.017e+06 -996.95 0
 2.018e+06 996.949 0,  -2.018e+06 -996.949 0
 2.019e+06 996.947 0,  -2.019e+06 -996.947 0
 2.02e+06 996.946 0,  -2.02e+06 -996.946 0
 2.021e+06 996.944 0,  -2.021e+06 -996.944 0
 2.022e+06 996.943 0,  -2.022e+06 -996.943 0
 2.023e+06 996.941 0,  -2.023e+06 -996.941 0
 2.024e+06 996.94 0,  -2.024e+06 -996.94 0
 2.025e+06 996.938 0,  -2.025e+06 -996.938 0
 2.026e+06 996.937 0,  -2.026e+06 -996.937 0
 2.027e+06 996.935 0,  -2.027e+06 -996.935 0
 2.028e+06 996.934 0,  -2.028e+06 -996.934 0
 2.029e+06 996.932 0,  -2.029e+06 -996.932 0
 2.03e+06 996.931 0,  -2.03e+06 -996.931 0
 2.031e+06 996.929 0,  -2.031e+06 -996.929 0
 2.032e+06 996.928 0,  -2.032e+06 -996.928 0
 2.033e+06 996.926 0,  -2.033e+06 -996.926 0
 2.034e+06 996.925 0,  -2.034e+06 -996.925 0
 2.035e+06 996.923 0,  -2.035e+06 -996.923 0
 2.036e+06 996.922 0,  -2.036e+06 -996.922 0
 2.037e+06 996.92 0,  -2.037e+06 -996.92 0
 2.038e+06 996.919 0,  -2.038e+06 -996.919 0
 2.039e+06 996.917 0,  -2.039e+06 -996.917 0
 2.04e+06 996.916 0,  -2.04e+06 -996.916 0
 2.041e+06 996.914 0,  -2.041e+06 -996.914 0
 2.042e+06 996.913 0,  -2.042e+06 -996.913 0
 2.043e+06 996.911 0,  -2.043e+06 -996.911 0
 2.044e+06 996.909 0,  -2.044e+06 -996.909 0
 2.045e+06 996.908 0,  -2.045e+06 -996.908 0
 2.046e+06 996.906 0,  -2.046e+06 -996.906 0
 2.047e+06 996.905 0,  -2.047e+06 -996.905 0
 2.048e+06 996.903 0,  -2.048e+06 -996.903 0
 2.049e+06 996.902 0,  -2.049e+06 -996.902 0
 2.05e+06 996.9 0,  -2.05e+06 -996.9 0
 2.051e+06 996.899 0,  -2.051e+06 -996.899 0
 2.052e+06 996.897 0,  -2.052e+06 -996.897 0
 2.053e+06 996.896 0,  -2.053e+06 -996.896 0
 2.054e+06 996.894 0,  -2.054e+06 -996.894 0
 2.055e+06 996.893 0,  -2.055e+06 -996.893 0
 2.056e+06 996.891 0,  -2.056e+06 -996.891 0
 2.057e+06 996.89 0,  -2.057e+06 -996.89 0
 2.058e+06 996.888 0,  -2.058e+06 -996.888 0
 2.059e+06 996.887 0,  -2.059e+06 -996.887 0
 2.06e+06 996.885 0,  -2.06e+06 -996.885 0
 2.061e+06 996.884 0,  -2.061e+06 -996.884 0
 2.062e+06 996.882 0,  -2.062e+06 -996.882 0
 2.063e+06 996.881 0,  -2.063e+06 -996.881 0
 2.064e+06 996.879 0,  -2.064e+06 -996.879 0
 2.065e+06 996.878 0,  -2.065e+06 -996.878 0
 2.066e+06 996.876 0,  -2.066e+06 -996.876 0
 2.067e+06 996.875 0,  -2.067e+06 -996.875 0
 2.068e+06 996.873 0,  -2.068e+06 -996.873 0
 2.069e+06 996.872 0,  -2.069e+06 -996.872 0
 2.07e+06 996.87 0,  -2.07e+06 -996.87 0
 2.071e+06 996.869 0,  -2.071e+06 -996.869 0
 2.072e+06 996.867 0,  -2.072e+06 -996.867 0
 2.073e+06 996.866 0,  -2.073e+06 -996.866 0
 2.074e+06 996.864 0,  -2.074e+06 -996.864 0
 2.075e+06 996.863 0,  -2.075e+06 -996.863 0
 2.076e+06 996.861 0,  -2.076e+06 -996.861 0
 2.077e+06 996.86 0,  -2.077e+06 -996.86 0
 2.078e+06 996.858 0,  -2.078e+06 -996.858 0
 2.079e+06 996.857 0,  -2.079e+06 -996.857 0
 2.08e+06 996.855 0,  -2.08e+06 -996.855 0
 2.081e+06 996.854 0,  -2.081e+06 -996.854 0
 2.082e+06 996.852 0,  -2.082e+06 -996.852 0
 2.083e+06 996.85 0,  -2.083e+06 -996.85 0
 2.084e+06 996.849 0,  -2.084e+06 -996.849 0
 2.085e+06 996.847 0,  -2.085e+06 -996.847 0
 2.086e+06 996.846 0,  -2.086e+06 -996.846 0
 2.087e+06 996.844 0,  -2.087e+06 -996.844 0
 2.088e+06 996.843 0,  -2.088e+06 -996.843 0
 2.089e+06 996.841 0,  -2.089e+06 -996.841 0
 2.09e+06 996.84 0,  -2.09e+06 -996.84 0
 2.091e+06 996.838 0,  -2.091e+06 -996.838 0
 2.092e+06 996.837 0,  -2.092e+06 -996.837 0
 2.093e+06 996.835 0,  -2.093e+06 -996.835 0
 2.094e+06 996.834 0,  -2.094e+06 -996.834 0
 2.095e+06 996.832 0,  -2.095e+06 -996.832 0
 2.096e+06 996.831 0,  -2.096e+06 -996.831 0
 2.097e+06 996.829 0,  -2.097e+06 -996.829 0
 2.098e+06 996.828 0,  -2.098e+06 -996.828 0
 2.099e+06 996.826 0,  -2.099e+06 -996.826 0
 2.1e+06 996.825 0,  -2.1e+06 -996.825 0
 2.101e+06 996.823 0,  -2.101e+06 -996.823 0
 2.102e+06 996.822 0,  -2.102e+06 -996.822 0
 2.103e+06 996.82 0,  -2.103e+06 -996.82 0
 2.104e+06 996.819 0,  -2.104e+06 -996.819 0
 2.105e+06 996.817 0,  -2.105e+06 -996.817 0
 2.106e+06 996.816 0,  -2.106e+06 -996.816 0
 2.107e+06 996.814 0,  -2.107e+06 -996.814 0
 2.108e+06 996.813 0,  -2.108e+06 -996.813 0
 2.109e+06 996.811 0,  -2.109e+06 -996.811 0
 2.11e+06 996.81 0,  -2.11e+06 -996.81 0
 2.111e+06 996.808 0,  -2.111e+06 -996.808 0
 2.112e+06 996.807 0,  -2.112e+06 -996.807 0
 2.113e+06 996.805 0,  -2.113e+06 -996.805 0
 2.114e+06 996.804 0,  -2.114e+06 -996.804 0
 2.115e+06 996.802 0,  -2.115e+06 -996.802 0
 2.116e+06 996.801 0,  -2.116e+06 -996.801 0
 2.117e+06 996.799 0,  -2.117e+06 -996.799 0
 2.118e+06 996.798 0,  -2.118e+06 -996.798 0
 2.119e+06 996.796 0,  -2.119e+06 -996.796 0
 2.12e+06 996.795 0,  -2.12e+06 -996.795 0
 2.121e+06 996.793 0,  -2.121e+06 -996.793 0
 2.122e+06 996.792 0,  -2.122e+06 -996.792 0
 2.123e+06 996.79 0,  -2.123e+06 -996.79 0
 2.124e+06 996.788 0,  -2.124e+06 -996.788 0
 2.125e+06 996.787 0,  -2.125e+06 -996.787 0
 2.126e+06 996.785 0,  -2.126e+06 -996.785 0
 2.127e+06 996.784 0,  -2.127e+06 -996.784 0
 2.128e+06 996.782 0,  -2.128e+06 -996.782 0
 2.129e+06 996.781 0,  -2.129e+06 -996.781 0
 2.13e+06 996.779 0,  -2.13e+06 -996.779 0
 2.131e+06 996.778 0,  -2.131e+06 -996.778 0
 2.132e+06 996.776 0,  -2.132e+06 -996.776 0
 2.133e+06 996.775 0,  -2.133e+06 -996.775 0
 2.134e+06 996.773 0,  -2.134e+06 -996.773 0
 2.135e+06 996.772 0,  -2.135e+06 -996.772 0
 2.136e+06 996.77 0,  -2.136e+06 -996.77 0
 2.137e+06 996.769 0,  -2.137e+06 -996.769 0
 2.138e+06 996.767 0,  -2.138e+06 -996.767 0
 2.139e+06 996.766 0,  -2.139e+06 -996.766 0
 2.14e+06 996.764 0,  -2.14e+06 -996.764 0
 2.141e+06 996.763 0,  -2.141e+06 -996.763 0
 2.142e+06 996.761 0,  -2.142e+06 -996.761 0
 2.143e+06 996.76 0,  -2.143e+06 -996.76 0
 2.144e+06 996.758 0,  -2.144e+06 -996.758 0
 2.145e+06 996.757 0,  -2.145e+06 -996.757 0
 2.146e+06 996.755 0,  -2.146e+06 -996.755 0
 2.147e+06 996.754 0,  -2.147e+06 -996.754 0
 2.148e+06 996.752 0,  -2.148e+06 -996.752 0
 2.149e+06 996.751 0,  -2.149e+06 -996.751 0
 2.15e+06 996.749 0,  -2.15e+06 -996.749 0
 2.151e+06 996.748 0,  -2.151e+06 -996.748 0
 2.152e+06 996.746 0,  -2.152e+06 -996.746 0
 2.153e+06 996.745 0,  -2.153e+06 -996.745 0
 2.154e+06 996.743 0,  -2.154e+06 -996.743 0
 2.155e+06 996.742 0,  -2.155e+06 -996.742 0
 2.156e+06 996.74 0,  -2.156e+06 -996.74 0
 2.157e+06 996.739 0,  -2.157e+06 -996.739 0
 2.158e+06 996.737 0,  -2.158e+06 -996.737 0
 2.159e+06 996.736 0,  -2.159e+06 -996.736 0
 2.16e+06 996.734 0,  -2.16e+06 -996.734 0
 2.161e+06 996.733 0,  -2.161e+06 -996.733 0
 2.162e+06 996.731 0,  -2.162e+06 -996.731 0
 2.163e+06 996.73 0,  -2.163e+06 -996.73 0
 2.164e+06 996.728 0,  -2.164e+06 -996.728 0
 2.165e+06 996.726 0,  -2.165e+06 -996.726 0
 2.166e+06 996.725 0,  -2.166e+06 -996.725 0
 2.167e+06 996.723 0,  -2.167e+06 -996.723 0
 2.168e+06 996.722 0,  -2.168e+06 -996.722 0
 2.169e+06 996.72 0,  -2.169e+06 -996.72 0
 2.17e+06 996.719 0,  -2.17e+06 -996.719 0
 2.171e+06 996.717 0,  -2.171e+06 -996.717 0
 2.172e+06 996.716 0,  -2.172e+06 -996.716 0
 2.173e+06 996.714 0,  -2.173e+06 -996.714 0
 2.174e+06 996.713 0,  -2.174e+06 -996.713 0
 2.175e+06 996.711 0,  -2.175e+06 -996.711 0
 2.176e+06 996.71 0,  -2.176e+06 -996.71 0
 2.177e+06 996.708 0,  -2.177e+06 -996.708 0
 2.178e+06 996.707 0,  -2.178e+06 -996.707 0
 2.179e+06 996.705 0,  -2.179e+06 -996.705 0
 2.18e+06 996.704 0,  -2.18e+06 -996.704 0
 2.181e+06 996.702 0,  -2.181e+06 -996.702 0
 2.182e+06 996.701 0,  -2.182e+06 -996.701 0
 2.183e+06 996.699 0,  -2.183e+06 -996.699 0
 2.184e+06 996.698 0,  -2.184e+06 -996.698 0
 2.185e+06 996.696 0,  -2.185e+06 -996.696 0
 2.186e+06 996.695 0,  -2.186e+06 -996.695 0
 2.187e+06 996.693 0,  -2.187e+06 -996.693 0
 2.188e+06 996.692 0,  -2.188e+06 -996.692 0
 2.189e+06 996.69 0,  -2.189e+06 -996.69 0
 2.19e+06 996.689 0,  -2.19e+06 -996.689 0
 2.191e+06 996.687 0,  -2.191e+06 -996.687 0
 2.192e+06 996.686 0,  -2.192e+06 -996.686 0
 2.193e+06 996.684 0,  -2.193e+06 -996.684 0
 2.194e+06 996.683 0,  -2.194e+06 -996.683 0
 2.195e+06 996.681 0,  -2.195e+06 -996.681 0
 2.196e+06 996.68 0,  -2.196e+06 -996.68 0
 2.197e+06 996.678 0,  -2.197e+06 -996.678 0
 2.198e+06 996.677 0,  -2.198e+06 -996.677 0
 2.199e+06 996.675 0,  -2.199e+06 -996.675 0
 2.2e+06 996.674 0,  -2.2e+06 -996.674 0
 2.201e+06 996.672 0,  -2.201e+06 -996.672 0
 2.202e+06 996.671 0,  -2.202e+06 -996.671 0
 2.203e+06 996.669 0,  -2.203e+06 -996.669 0
 2.204e+06 996.667 0,  -2.204e+06 -996.667 0
 2.205e+06 996.666 0,  -2.205e+06 -996.666 0
 2.206e+06 996.664 0,  -2.206e+06 -996.664 0
 2.207e+06 996.663 0,  -2.207e+06 -996.663 0
 2.208e+06 996.661 0,  -2.208e+06 -996.661 0
 2.209e+06 996.66 0,  -2.209e+06 -996.66 0
 2.21e+06 996.658 0,  -2.21e+06 -996.658 0
 2.211e+06 996.657 0,  -2.211e+06 -996.657 0
 2.212e+06 996.655 0,  -2.212e+06 -996.655 0
 2.213e+06 996.654 0,  -2.213e+06 -996.654 0
 2.214e+06 996.652 0,  -2.214e+06 -996.652 0
 2.215e+06 996.651 0,  -2.215e+06 -996.651 0
 2.216e+06 996.649 0,  -2.216e+06 -996.649 0
 2.217e+06 996.648 0,  -2.217e+06 -996.648 0
 2.218e+06 996.646 0,  -2.218e+06 -996.646 0
 2.219e+06 996.645 0,  -2.219e+06 -996.645 0
 2.22e+06 996.643 0,  -2.22e+06 -996.643 0
 2.221e+06 996.642 0,  -2.221e+06 -996.642 0
 2.222e+06 996.64 0,  -2.222e+06 -996.64 0
 2.223e+06 996.639 0,  -2.223e+06 -996.639 0
 2.224e+06 996.637 0,  -2.224e+06 -996.637 0
 2.225e+06 996.636 0,  -2.225e+06 -996.636 0
 2.226e+06 996.634 0,  -2.226e+06 -996.634 0
 2.227e+06 996.633 0,  -2.227e+06 -996.633 0
 2.228e+06 996.631 0,  -2.228e+06 -996.631 0
 2.229e+06 996.63 0,  -2.229e+06 -996.63 0
